,Year_Birth,Education,Age,Age_Group,Income,IncomeClass,FamilySize,Dt_Customer,Recency,Day_Joined,Month_Joined,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,T_AmountSpent,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,T_NPurchase,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,T_AcceptedCmpgn
1136,1968,Postgraduate,46,Middle-aged,36778.0,Lower Middle,4,2012-08-05,63,Sunday,August,29.0,4.0,34.0,2.0,4.0,4.0,77.0,3,3,0,3,9,9,0,0,0,0,0,0
1137,1962,Postgraduate,52,Middle-aged,85696.0,Middle,1,2013-05-03,88,Friday,May,714.0,76.0,395.0,116.0,0.0,12.0,1313.0,1,4,6,9,1,20,0,0,0,0,0,0
1139,1961,Undergraduate,53,Middle-aged,49678.0,Lower Middle,3,2013-02-02,81,Saturday,February,229.0,5.0,56.0,3.0,2.0,20.0,315.0,2,6,2,4,7,14,0,0,0,0,0,0
1141,1989,Undergraduate,25,Young Adults,37155.0,Lower Middle,3,2013-01-31,51,Thursday,January,23.0,0.0,26.0,7.0,15.0,3.0,74.0,1,2,0,4,5,7,0,0,0,0,0,0
1142,1978,Postgraduate,36,Young Adults,21282.0,Poor,2,2014-05-11,76,Sunday,May,1.0,5.0,8.0,4.0,8.0,20.0,46.0,2,2,1,2,6,7,0,0,0,0,0,0
1143,1962,Postgraduate,52,Middle-aged,33419.0,Lower Middle,2,2013-08-17,76,Saturday,August,56.0,0.0,12.0,0.0,0.0,18.0,86.0,2,2,0,4,7,8,0,0,0,0,0,0
1144,1945,Undergraduate,69,Old,63285.0,Middle,1,2013-11-05,84,Tuesday,November,508.0,124.0,249.0,50.0,38.0,134.0,1103.0,1,6,5,13,3,25,0,0,0,0,0,0
1145,1974,Postgraduate,40,Middle-aged,21255.0,Poor,3,2014-01-21,56,Tuesday,January,29.0,0.0,25.0,2.0,2.0,3.0,61.0,4,2,1,4,4,11,0,0,0,0,0,0
1146,1981,Undergraduate,33,Young Adults,42162.0,Lower Middle,3,2013-11-19,31,Tuesday,November,46.0,7.0,59.0,2.0,4.0,27.0,145.0,2,3,1,3,6,9,1,0,0,0,0,1
1147,1956,Undergraduate,58,Middle-aged,54450.0,Middle,4,2012-09-14,0,Friday,September,454.0,0.0,171.0,8.0,19.0,32.0,684.0,12,9,2,8,8,31,0,0,0,0,0,0
1148,1954,Postgraduate,60,Old,57744.0,Middle,3,2013-11-12,91,Tuesday,November,350.0,3.0,39.0,0.0,0.0,19.0,411.0,2,9,1,4,8,16,0,0,0,0,0,0
1149,1986,Undergraduate,28,Young Adults,26576.0,Poor,2,2012-10-13,40,Saturday,October,10.0,0.0,8.0,0.0,0.0,9.0,27.0,1,1,0,2,9,4,1,0,0,0,0,1
1150,1943,Postgraduate,71,Old,57513.0,Middle,1,2013-07-06,59,Saturday,July,735.0,40.0,183.0,52.0,20.0,30.0,1060.0,2,9,3,13,6,27,0,0,0,0,0,0
1151,1964,Undergraduate,50,Middle-aged,68142.0,Middle,3,2012-08-29,96,Wednesday,August,897.0,126.0,196.0,91.0,112.0,37.0,1459.0,3,10,4,7,6,24,0,0,0,0,0,0
1152,1979,Undergraduate,35,Young Adults,7500.0,Poor,3,2012-08-29,61,Wednesday,August,5.0,2.0,3.0,3.0,0.0,5.0,18.0,1,1,0,2,8,4,0,0,0,0,0,0
1153,1974,Undergraduate,40,Middle-aged,83145.0,Middle,2,2012-09-22,14,Saturday,September,777.0,35.0,731.0,39.0,137.0,114.0,1833.0,1,5,9,11,2,26,0,0,1,0,0,1
1154,1960,Postgraduate,54,Middle-aged,54197.0,Middle,3,2014-04-03,16,Thursday,April,162.0,6.0,37.0,6.0,13.0,13.0,237.0,2,1,3,6,1,12,0,0,0,0,0,0
1155,1963,Postgraduate,51,Middle-aged,23091.0,Poor,3,2014-05-28,98,Wednesday,May,35.0,0.0,11.0,0.0,0.0,2.0,48.0,4,2,1,3,7,10,0,0,0,0,0,0
1156,1976,Undergraduate,38,Young Adults,46049.0,Lower Middle,4,2013-07-21,11,Sunday,July,342.0,9.0,112.0,19.0,14.0,19.0,515.0,10,5,2,9,7,26,0,0,0,0,0,0
1157,1974,Undergraduate,40,Middle-aged,56715.0,Middle,2,2012-12-05,52,Wednesday,December,258.0,105.0,239.0,237.0,172.0,9.0,1020.0,1,7,3,4,4,15,0,0,0,0,0,0
1158,1961,Undergraduate,53,Middle-aged,79410.0,Middle,2,2014-05-29,19,Thursday,May,658.0,80.0,483.0,123.0,13.0,13.0,1370.0,1,3,2,5,1,11,0,0,0,0,0,0
1159,1951,Undergraduate,63,Old,57304.0,Middle,3,2013-03-11,61,Monday,March,356.0,80.0,329.0,138.0,17.0,106.0,1026.0,2,7,6,10,5,25,0,0,0,0,0,0
1160,1965,Undergraduate,49,Middle-aged,44375.0,Lower Middle,3,2014-03-23,73,Sunday,March,213.0,5.0,28.0,7.0,7.0,41.0,301.0,1,4,1,6,5,12,0,0,0,0,0,0
1162,1965,Undergraduate,49,Middle-aged,59594.0,Middle,3,2012-10-20,74,Saturday,October,457.0,4.0,29.0,0.0,0.0,9.0,499.0,1,8,1,7,7,17,0,1,0,0,0,1
1163,1994,Undergraduate,20,Young Adults,80685.0,Middle,2,2012-08-22,55,Wednesday,August,241.0,45.0,604.0,34.0,26.0,54.0,1004.0,1,6,4,10,2,21,0,0,0,0,0,0
1164,1974,Postgraduate,40,Middle-aged,40344.0,Lower Middle,3,2013-10-13,48,Sunday,October,210.0,0.0,6.0,0.0,0.0,2.0,218.0,2,4,1,5,7,12,0,0,0,0,0,0
1165,1972,Undergraduate,42,Middle-aged,62710.0,Middle,3,2013-05-23,53,Thursday,May,441.0,35.0,83.0,7.0,29.0,11.0,606.0,4,4,2,12,4,22,0,0,0,0,0,0
1166,1968,Postgraduate,46,Middle-aged,48985.0,Lower Middle,3,2013-07-05,13,Friday,July,19.0,13.0,18.0,10.0,7.0,8.0,75.0,1,1,1,3,3,6,0,0,0,0,0,0
1167,1968,Undergraduate,46,Middle-aged,35322.0,Lower Middle,5,2012-08-22,34,Wednesday,August,28.0,9.0,37.0,12.0,7.0,13.0,106.0,3,2,0,4,8,9,0,0,0,0,0,0
1168,1948,Undergraduate,66,Old,77142.0,Middle,2,2013-05-29,54,Wednesday,May,476.0,75.0,162.0,29.0,151.0,97.0,990.0,1,4,4,8,2,17,0,0,0,0,0,0
1169,1969,Undergraduate,45,Middle-aged,81657.0,Middle,1,2014-01-22,69,Wednesday,January,364.0,40.0,425.0,158.0,60.0,50.0,1097.0,1,3,4,8,1,16,0,0,0,0,0,0
1170,1996,Basic,18,Young Adults,14421.0,Poor,2,2014-02-17,81,Monday,February,0.0,0.0,2.0,3.0,3.0,8.0,16.0,1,1,0,2,5,4,1,0,0,0,0,1
1172,1990,Postgraduate,24,Young Adults,74214.0,Middle,2,2012-08-26,3,Sunday,August,863.0,83.0,547.0,86.0,99.0,33.0,1711.0,1,8,2,5,5,16,0,0,0,0,0,0
1173,1957,Postgraduate,57,Middle-aged,66726.0,Middle,4,2014-01-12,61,Sunday,January,349.0,7.0,35.0,0.0,0.0,47.0,438.0,3,8,2,4,7,17,0,1,0,0,0,1
1174,1979,Basic,35,Young Adults,23724.0,Poor,3,2013-01-08,65,Tuesday,January,5.0,23.0,15.0,0.0,18.0,14.0,75.0,2,2,0,3,8,7,0,0,0,0,0,0
1175,1960,Postgraduate,54,Middle-aged,47353.0,Lower Middle,3,2013-11-13,93,Wednesday,November,184.0,2.0,19.0,8.0,8.0,4.0,225.0,3,2,2,6,5,13,0,0,0,0,0,0
1176,1952,Postgraduate,62,Old,33444.0,Lower Middle,4,2012-11-03,24,Saturday,November,8.0,0.0,8.0,0.0,0.0,2.0,18.0,1,1,0,2,8,4,0,0,0,0,0,0
1177,1981,Undergraduate,33,Young Adults,54386.0,Middle,3,2013-05-17,8,Friday,May,277.0,21.0,64.0,62.0,21.0,25.0,470.0,2,3,2,10,3,17,0,0,0,0,0,0
1178,1981,Undergraduate,33,Young Adults,28510.0,Poor,3,2013-04-13,72,Saturday,April,44.0,5.0,19.0,0.0,4.0,19.0,91.0,3,2,0,4,5,9,0,0,0,0,0,0
1179,1991,Postgraduate,23,Young Adults,90638.0,Middle,1,2014-02-13,29,Thursday,February,1156.0,120.0,915.0,94.0,144.0,96.0,2525.0,1,3,4,10,1,18,0,0,1,0,0,1
1180,1950,Undergraduate,64,Old,48070.0,Lower Middle,3,2013-01-13,33,Sunday,January,373.0,14.0,83.0,6.0,9.0,19.0,504.0,3,8,2,6,7,19,0,0,0,0,0,0
1181,1957,Undergraduate,57,Middle-aged,43140.0,Lower Middle,3,2013-01-05,68,Saturday,January,134.0,8.0,76.0,6.0,0.0,11.0,235.0,1,4,1,5,6,11,0,0,0,0,0,0
1182,1961,Postgraduate,53,Middle-aged,54959.0,Middle,2,2013-01-19,55,Saturday,January,1148.0,0.0,60.0,0.0,0.0,24.0,1232.0,3,9,5,4,7,21,0,1,0,0,0,1
1183,1958,Basic,56,Middle-aged,15056.0,Poor,3,2013-05-03,76,Friday,May,6.0,12.0,3.0,21.0,6.0,40.0,88.0,5,2,2,3,5,12,0,0,0,0,0,0
1184,1971,Undergraduate,43,Middle-aged,26954.0,Poor,2,2014-05-08,17,Thursday,May,4.0,1.0,11.0,0.0,0.0,1.0,17.0,1,1,0,2,7,4,0,0,0,0,0,0
1185,1985,Undergraduate,29,Young Adults,22327.0,Poor,2,2013-08-02,94,Friday,August,5.0,4.0,8.0,2.0,0.0,5.0,24.0,1,1,0,3,5,5,0,0,0,0,0,0
1186,1965,Undergraduate,49,Middle-aged,44393.0,Lower Middle,4,2013-08-22,86,Thursday,August,24.0,2.0,20.0,2.0,2.0,10.0,60.0,2,1,0,4,4,7,0,0,0,0,0,0
1187,1952,Postgraduate,62,Old,62000.0,Middle,2,2013-08-25,25,Sunday,August,899.0,0.0,101.0,0.0,0.0,20.0,1020.0,1,6,6,13,4,26,0,0,0,1,0,1
1188,1962,Postgraduate,52,Middle-aged,31497.0,Lower Middle,3,2012-12-06,22,Thursday,December,108.0,1.0,28.0,13.0,1.0,4.0,155.0,2,3,1,4,8,10,0,0,0,0,0,0
1189,1974,Postgraduate,40,Middle-aged,45894.0,Lower Middle,4,2014-02-27,15,Thursday,February,27.0,2.0,7.0,0.0,2.0,13.0,51.0,1,1,0,3,5,5,0,0,0,0,0,0
1190,1970,Postgraduate,44,Middle-aged,78579.0,Middle,1,2012-12-22,35,Saturday,December,816.0,66.0,549.0,216.0,66.0,99.0,1812.0,1,5,6,4,3,16,0,0,0,0,0,0
1191,1969,Postgraduate,45,Middle-aged,67369.0,Middle,2,2012-11-17,81,Saturday,November,1298.0,0.0,70.0,37.0,14.0,42.0,1461.0,4,7,4,10,4,25,0,1,1,0,0,2
1192,1960,Undergraduate,54,Middle-aged,58401.0,Middle,2,2014-04-20,55,Sunday,April,10.0,0.0,11.0,17.0,29.0,29.0,96.0,1,1,2,2,4,6,0,0,0,0,0,0
1193,1952,Undergraduate,62,Old,62307.0,Middle,2,2014-02-17,94,Monday,February,87.0,13.0,34.0,10.0,6.0,10.0,160.0,1,4,0,4,5,9,0,0,0,0,0,0
1194,1969,Postgraduate,45,Middle-aged,43641.0,Lower Middle,4,2013-04-22,50,Monday,April,57.0,2.0,51.0,4.0,2.0,23.0,139.0,3,2,1,4,6,10,0,0,0,0,0,0
1197,1969,Postgraduate,45,Middle-aged,70091.0,Middle,3,2013-03-31,11,Sunday,March,964.0,34.0,137.0,15.0,0.0,11.0,1161.0,2,5,2,10,8,19,0,1,0,0,0,1
1198,1972,Postgraduate,42,Middle-aged,78075.0,Middle,2,2014-04-05,72,Saturday,April,572.0,8.0,259.0,34.0,35.0,80.0,988.0,1,3,5,5,1,14,0,0,0,0,0,0
1199,1961,Postgraduate,53,Middle-aged,59184.0,Middle,2,2012-09-09,6,Sunday,September,341.0,142.0,113.0,259.0,151.0,66.0,1072.0,3,6,6,12,5,27,0,0,0,0,0,0
1200,1977,Undergraduate,37,Young Adults,54809.0,Middle,4,2013-09-11,0,Wednesday,September,63.0,6.0,57.0,13.0,13.0,22.0,174.0,4,2,1,5,4,12,0,0,0,0,0,0
1201,1959,Undergraduate,55,Middle-aged,58113.0,Middle,3,2013-01-25,66,Friday,January,221.0,104.0,169.0,102.0,78.0,84.0,758.0,3,9,2,8,7,22,0,0,0,0,0,0
1202,1958,Postgraduate,56,Middle-aged,51412.0,Middle,3,2013-12-31,42,Tuesday,December,140.0,3.0,29.0,4.0,5.0,14.0,195.0,2,3,2,4,4,11,0,0,0,0,0,0
1204,1957,Postgraduate,57,Middle-aged,66636.0,Middle,2,2013-08-17,64,Saturday,August,291.0,10.0,689.0,84.0,10.0,0.0,1084.0,1,3,4,9,1,17,0,0,0,0,0,0
1205,1956,Postgraduate,58,Middle-aged,50965.0,Middle,3,2013-02-20,87,Wednesday,February,544.0,13.0,85.0,8.0,6.0,29.0,685.0,3,10,4,5,8,22,1,0,0,0,0,1
1207,1990,Undergraduate,24,Young Adults,18351.0,Poor,2,2013-10-29,1,Tuesday,October,1.0,12.0,9.0,0.0,14.0,7.0,43.0,1,2,0,3,7,6,0,0,0,0,0,0
1208,1957,Postgraduate,57,Middle-aged,40451.0,Lower Middle,4,2014-02-16,54,Sunday,February,35.0,0.0,4.0,0.0,0.0,10.0,49.0,1,1,1,2,5,5,1,0,0,0,0,1
1209,1965,Undergraduate,49,Middle-aged,36317.0,Lower Middle,3,2013-05-22,53,Wednesday,May,87.0,3.0,25.0,3.0,2.0,13.0,133.0,2,3,0,4,7,9,0,0,0,0,0,0
1210,1957,Undergraduate,57,Middle-aged,42213.0,Lower Middle,3,2013-10-12,96,Saturday,October,309.0,3.0,24.0,4.0,3.0,20.0,363.0,2,5,1,7,7,15,0,1,0,0,0,1
1211,1955,Undergraduate,59,Middle-aged,65748.0,Middle,3,2013-04-15,58,Monday,April,172.0,73.0,93.0,95.0,78.0,34.0,545.0,2,2,4,10,1,18,0,0,0,0,0,0
1212,1972,Undergraduate,42,Middle-aged,77044.0,Middle,3,2013-10-27,12,Sunday,October,625.0,38.0,242.0,50.0,34.0,76.0,1065.0,2,7,11,11,4,31,1,0,0,0,0,1
1213,1969,Undergraduate,45,Middle-aged,74918.0,Middle,2,2013-03-12,78,Tuesday,March,972.0,59.0,913.0,25.0,19.0,59.0,2047.0,1,5,9,6,3,21,0,0,1,0,0,1
1214,1972,Undergraduate,42,Middle-aged,56721.0,Middle,4,2012-10-31,64,Wednesday,October,157.0,6.0,39.0,6.0,13.0,75.0,296.0,5,4,1,5,6,15,0,0,0,0,0,0
1215,1975,Undergraduate,39,Young Adults,42160.0,Lower Middle,3,2013-06-28,26,Friday,June,48.0,9.0,45.0,3.0,15.0,20.0,140.0,4,2,1,4,6,11,0,0,0,0,0,0
1216,1965,Undergraduate,49,Middle-aged,61559.0,Middle,2,2013-07-17,8,Wednesday,July,279.0,83.0,88.0,32.0,14.0,34.0,530.0,1,4,2,10,3,17,0,0,0,0,0,0
1217,1963,Postgraduate,51,Middle-aged,33629.0,Lower Middle,4,2012-08-08,49,Wednesday,August,132.0,0.0,16.0,0.0,0.0,4.0,152.0,5,3,1,4,9,13,0,0,0,0,0,0
1219,1963,Undergraduate,51,Middle-aged,34377.0,Lower Middle,2,2013-01-19,55,Saturday,January,62.0,0.0,22.0,3.0,1.0,26.0,114.0,2,2,2,2,7,8,0,0,0,0,0,0
1220,1986,Basic,28,Young Adults,8940.0,Poor,2,2012-08-22,25,Wednesday,August,1.0,45.0,3.0,4.0,6.0,42.0,101.0,3,3,1,3,8,10,0,0,0,0,0,0
1221,1973,Undergraduate,41,Middle-aged,26228.0,Poor,3,2013-09-22,50,Sunday,September,2.0,6.0,4.0,3.0,1.0,9.0,25.0,1,1,0,2,8,4,0,0,0,0,0,0
1222,1957,Postgraduate,57,Middle-aged,77297.0,Middle,1,2013-01-26,84,Saturday,January,408.0,61.0,109.0,48.0,122.0,41.0,789.0,1,5,7,9,4,22,0,0,0,1,0,1
1223,1981,Undergraduate,33,Young Adults,40211.0,Lower Middle,4,2013-07-30,30,Tuesday,July,51.0,1.0,7.0,2.0,1.0,25.0,87.0,2,2,1,2,8,7,1,0,0,0,0,1
1224,1958,Postgraduate,56,Middle-aged,33438.0,Lower Middle,3,2013-09-22,81,Sunday,September,62.0,1.0,16.0,3.0,2.0,6.0,90.0,4,2,1,4,5,11,0,0,0,0,0,0
1225,1959,Postgraduate,55,Middle-aged,75032.0,Middle,3,2013-04-28,74,Sunday,April,952.0,12.0,180.0,47.0,12.0,12.0,1215.0,2,5,4,9,3,20,0,0,0,0,0,0
1226,1955,Postgraduate,59,Middle-aged,61284.0,Middle,1,2013-10-12,76,Saturday,October,618.0,15.0,106.0,20.0,7.0,45.0,811.0,1,11,2,8,6,22,0,1,0,0,0,1
1227,1986,Undergraduate,28,Young Adults,22518.0,Poor,3,2012-10-22,36,Monday,October,11.0,7.0,12.0,2.0,2.0,27.0,61.0,2,2,1,2,5,7,1,0,0,0,0,1
1228,1975,Postgraduate,39,Young Adults,54730.0,Middle,3,2013-08-15,64,Thursday,August,318.0,3.0,17.0,4.0,7.0,56.0,405.0,5,4,1,8,4,18,0,0,0,0,0,0
1229,1955,Postgraduate,59,Middle-aged,38452.0,Lower Middle,4,2014-03-30,62,Sunday,March,56.0,0.0,14.0,0.0,0.0,2.0,72.0,3,3,0,3,7,9,0,0,0,0,0,0
1230,1971,Undergraduate,43,Middle-aged,44421.0,Lower Middle,3,2013-02-15,53,Friday,February,110.0,5.0,59.0,7.0,1.0,7.0,189.0,5,5,0,4,8,14,0,0,0,0,0,0
1231,1986,Postgraduate,28,Young Adults,38197.0,Lower Middle,3,2013-06-29,86,Saturday,June,23.0,0.0,11.0,2.0,1.0,3.0,40.0,1,1,0,3,5,5,0,0,0,0,0,0
1232,1978,Undergraduate,36,Young Adults,41986.0,Lower Middle,2,2014-02-09,15,Sunday,February,27.0,5.0,8.0,8.0,3.0,12.0,63.0,3,3,0,4,4,10,0,0,0,0,0,0
1233,1983,Undergraduate,31,Young Adults,28427.0,Poor,3,2013-03-21,67,Thursday,March,18.0,3.0,19.0,3.0,3.0,6.0,52.0,2,2,0,3,8,7,0,0,0,0,0,0
1234,1976,Postgraduate,38,Young Adults,37395.0,Lower Middle,3,2014-05-02,47,Friday,May,18.0,0.0,9.0,0.0,1.0,11.0,39.0,1,1,0,3,6,5,0,0,0,0,0,0
1235,1971,Undergraduate,43,Middle-aged,64722.0,Middle,3,2014-05-26,47,Monday,May,303.0,0.0,280.0,60.0,147.0,15.0,805.0,4,8,2,11,6,25,0,0,0,0,0,0
1236,1956,Postgraduate,58,Middle-aged,55249.0,Middle,3,2014-04-17,81,Thursday,April,97.0,1.0,19.0,2.0,0.0,11.0,130.0,1,2,1,4,3,8,0,0,0,0,0,0
1237,1972,Undergraduate,42,Middle-aged,84906.0,Middle,2,2013-10-04,98,Friday,October,997.0,15.0,414.0,99.0,30.0,76.0,1631.0,1,5,6,12,2,24,0,1,1,0,1,3
1239,1952,Undergraduate,62,Old,44213.0,Lower Middle,3,2013-11-29,48,Friday,November,95.0,11.0,35.0,0.0,4.0,7.0,152.0,4,2,1,5,6,12,0,0,0,0,0,0
1240,1984,Basic,30,Young Adults,25707.0,Poor,2,2014-01-18,18,Saturday,January,1.0,6.0,2.0,3.0,6.0,3.0,21.0,1,1,0,3,7,5,0,0,0,0,0,0
1241,1967,Postgraduate,47,Middle-aged,59062.0,Middle,5,2013-10-03,74,Thursday,October,46.0,1.0,12.0,3.0,0.0,9.0,71.0,2,2,0,3,4,7,0,0,0,0,0,0
1242,1962,Undergraduate,52,Middle-aged,76624.0,Middle,2,2014-05-24,68,Saturday,May,411.0,106.0,147.0,54.0,115.0,66.0,899.0,1,5,10,7,1,23,1,0,0,0,0,1
1243,1947,Postgraduate,67,Old,66000.0,Middle,2,2014-04-20,36,Sunday,April,244.0,51.0,270.0,101.0,0.0,45.0,711.0,1,1,3,5,1,10,0,0,0,0,0,0
1244,1978,Postgraduate,36,Young Adults,27683.0,Poor,3,2012-08-04,90,Saturday,August,152.0,9.0,121.0,12.0,12.0,45.0,351.0,4,6,2,4,8,16,0,0,0,0,0,0
1245,1971,Undergraduate,43,Middle-aged,1730.0,Poor,1,2014-05-18,65,Sunday,May,1.0,1.0,3.0,1.0,1.0,1.0,8.0,15,0,0,0,20,15,0,0,0,0,0,0
1246,1992,Basic,22,Young Adults,7500.0,Poor,2,2012-12-03,63,Monday,December,10.0,17.0,18.0,8.0,26.0,40.0,119.0,4,3,2,2,9,11,0,0,0,0,0,0
1247,1968,Undergraduate,46,Middle-aged,40521.0,Lower Middle,4,2013-04-05,82,Friday,April,12.0,0.0,5.0,0.0,0.0,4.0,21.0,1,0,1,2,5,4,0,0,0,0,0,0
1248,1973,Postgraduate,41,Middle-aged,20427.0,Poor,3,2014-03-24,63,Monday,March,5.0,0.0,4.0,0.0,0.0,1.0,10.0,1,1,0,2,8,4,0,0,0,0,0,0
1249,1975,Undergraduate,39,Young Adults,65106.0,Middle,3,2014-05-24,55,Saturday,May,790.0,19.0,133.0,12.0,0.0,19.0,973.0,3,8,3,13,6,27,0,1,0,0,0,1
1250,1965,Postgraduate,49,Middle-aged,69969.0,Middle,2,2013-08-27,64,Tuesday,August,882.0,29.0,514.0,38.0,29.0,44.0,1536.0,1,4,2,6,3,13,0,0,1,1,0,2
1251,1952,Undergraduate,62,Old,67433.0,Middle,4,2013-07-16,51,Tuesday,July,615.0,28.0,259.0,12.0,48.0,30.0,992.0,4,6,5,13,4,28,0,1,0,0,0,1
1252,1967,Postgraduate,47,Middle-aged,77766.0,Middle,3,2013-02-22,97,Friday,February,1004.0,59.0,265.0,115.0,59.0,27.0,1529.0,2,11,10,11,6,34,1,0,0,0,0,1
1253,1972,Undergraduate,42,Middle-aged,74716.0,Middle,3,2013-09-12,92,Thursday,September,133.0,27.0,421.0,13.0,195.0,71.0,860.0,2,7,3,5,4,17,0,0,0,0,0,0
1255,1970,Postgraduate,44,Middle-aged,55158.0,Middle,4,2012-07-30,72,Monday,July,293.0,0.0,87.0,4.0,11.0,23.0,418.0,4,7,2,5,7,18,0,0,0,0,0,0
1256,1955,Postgraduate,59,Middle-aged,62972.0,Middle,3,2012-08-03,39,Friday,August,313.0,15.0,47.0,20.0,0.0,192.0,587.0,2,7,4,3,6,16,0,0,0,0,0,0
1257,1975,Undergraduate,39,Young Adults,74190.0,Middle,3,2014-05-12,49,Monday,May,151.0,81.0,86.0,168.0,91.0,64.0,641.0,2,4,2,11,2,19,0,0,0,0,0,0
1258,1976,Undergraduate,38,Young Adults,39356.0,Lower Middle,4,2014-03-19,21,Wednesday,March,15.0,0.0,2.0,0.0,0.0,6.0,23.0,1,1,0,2,6,4,1,0,0,0,0,1
1259,1969,Undergraduate,45,Middle-aged,76653.0,Middle,2,2013-08-16,91,Friday,August,736.0,63.0,946.0,219.0,189.0,126.0,2279.0,1,4,7,11,2,23,0,0,1,1,0,2
1261,1983,Postgraduate,31,Young Adults,90687.0,Middle,1,2013-05-22,98,Wednesday,May,982.0,17.0,672.0,23.0,34.0,51.0,1779.0,1,6,2,8,2,17,0,0,1,0,0,1
1262,1982,Postgraduate,32,Young Adults,73450.0,Middle,2,2013-12-05,85,Thursday,December,1142.0,51.0,415.0,90.0,69.0,37.0,1804.0,1,7,8,11,3,27,1,0,0,1,0,2
1263,1960,Undergraduate,54,Middle-aged,31454.0,Lower Middle,4,2013-07-06,40,Saturday,July,28.0,0.0,11.0,0.0,0.0,9.0,48.0,3,2,0,3,8,8,0,0,0,0,0,0
1264,1952,Undergraduate,62,Old,47139.0,Lower Middle,3,2014-03-06,2,Thursday,March,46.0,0.0,12.0,0.0,2.0,23.0,83.0,2,2,1,2,7,7,0,0,0,0,0,0
1266,1963,Postgraduate,51,Middle-aged,53378.0,Middle,4,2012-09-24,41,Monday,September,489.0,6.0,152.0,8.0,6.0,132.0,793.0,10,9,4,6,8,29,0,0,0,0,0,0
1267,1970,Undergraduate,44,Middle-aged,19656.0,Poor,3,2013-02-08,94,Friday,February,25.0,4.0,9.0,6.0,8.0,32.0,84.0,3,2,1,3,7,9,0,0,0,0,0,0
1268,1948,Postgraduate,66,Old,45579.0,Lower Middle,3,2013-08-20,10,Tuesday,August,145.0,1.0,33.0,2.0,1.0,1.0,183.0,1,4,1,4,6,10,0,0,0,0,0,0
1269,1958,Postgraduate,56,Middle-aged,85485.0,Middle,1,2014-06-21,73,Saturday,June,630.0,26.0,611.0,44.0,18.0,54.0,1383.0,1,6,6,6,2,19,0,0,0,0,0,0
1270,1944,Undergraduate,70,Old,55956.0,Middle,2,2014-04-07,22,Monday,April,760.0,38.0,104.0,50.0,9.0,38.0,999.0,2,7,3,4,4,16,0,1,0,0,0,1
1271,1963,Postgraduate,51,Middle-aged,64191.0,Middle,2,2013-01-22,30,Tuesday,January,420.0,15.0,186.0,151.0,38.0,15.0,825.0,3,5,3,13,3,24,0,0,0,0,0,0
1272,1972,Undergraduate,42,Middle-aged,38808.0,Lower Middle,2,2012-08-26,21,Sunday,August,125.0,17.0,52.0,3.0,19.0,30.0,246.0,4,5,1,4,8,14,1,0,0,0,0,1
1273,1966,Postgraduate,48,Middle-aged,57183.0,Middle,4,2013-03-19,51,Tuesday,March,464.0,5.0,64.0,7.0,0.0,70.0,610.0,8,9,1,7,8,25,0,0,0,0,0,0
1274,1968,Postgraduate,46,Middle-aged,23748.0,Poor,2,2012-11-21,97,Wednesday,November,6.0,6.0,29.0,12.0,15.0,8.0,76.0,3,2,1,3,8,9,0,0,0,0,0,0
1275,1971,Undergraduate,43,Middle-aged,66303.0,Middle,3,2013-02-26,56,Tuesday,February,1090.0,12.0,96.0,16.0,12.0,60.0,1286.0,4,3,4,11,8,22,0,1,0,0,0,1
1276,1975,Postgraduate,39,Young Adults,37368.0,Lower Middle,3,2013-12-16,4,Monday,December,3.0,2.0,11.0,2.0,2.0,10.0,30.0,1,1,0,2,6,4,1,0,0,0,0,1
1277,1964,Undergraduate,50,Middle-aged,40800.0,Lower Middle,5,2013-01-01,77,Tuesday,January,24.0,0.0,27.0,8.0,30.0,10.0,99.0,2,3,0,3,7,8,0,0,0,0,0,0
1278,1978,Undergraduate,36,Young Adults,71847.0,Middle,1,2012-09-21,95,Friday,September,737.0,21.0,106.0,55.0,63.0,210.0,1192.0,0,6,7,9,3,22,0,0,0,1,0,1
1279,1975,Undergraduate,39,Young Adults,46149.0,Lower Middle,3,2013-11-29,36,Friday,November,254.0,6.0,71.0,4.0,0.0,27.0,362.0,5,5,1,7,5,18,0,0,0,0,0,0
1280,1983,Undergraduate,31,Young Adults,78687.0,Middle,2,2012-08-09,13,Thursday,August,817.0,185.0,687.0,145.0,55.0,241.0,2130.0,1,4,6,8,2,19,0,0,1,0,0,1
1281,1971,Postgraduate,43,Middle-aged,49118.0,Lower Middle,1,2012-08-18,90,Saturday,August,620.0,54.0,239.0,99.0,98.0,119.0,1229.0,2,9,7,10,7,28,0,1,0,0,1,2
1282,1957,Postgraduate,57,Middle-aged,37633.0,Lower Middle,4,2012-09-20,49,Thursday,September,13.0,4.0,20.0,0.0,0.0,1.0,38.0,2,1,0,3,9,6,0,0,0,0,0,0
1283,1951,Postgraduate,63,Old,39767.0,Lower Middle,2,2013-07-21,18,Sunday,July,113.0,61.0,204.0,34.0,26.0,47.0,485.0,2,7,1,7,8,17,0,0,0,0,0,0
